"Checked"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: MassList Match"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"Mass List Match: masslist_for_CD"	"Area: cbr_n119.raw (F1)"	"Area: cbr_n128.raw (F2)"	"Area: cbr_n151.raw (F3)"	"Area: cbr_n153.raw (F4)"	"Area: cbr_n165.raw (F5)"	"Area: cbr_o124.raw (F6)"	"Area: cbr_o127.raw (F7)"	"Area: cbr_o131.raw (F8)"	"Area: cbr_o139.raw (F9)"	"Area: cbr_o150.raw (F10)"	"Area: cbr_o154.raw (F11)"	"Area: cbr_o156.raw (F12)"	"Area: cbr_o167.raw (F13)"	"Area: cbr_o168.raw (F14)"	"Area: ct_n122.raw (F15)"	"Area: ct_n125.raw (F16)"	"Area: ct_n147.raw (F17)"	"Area: ct_n149.raw (F18)"	"Area: ct_n161.raw (F19)"	"Area: ct_n164.raw (F20)"	"Area: ct_n173.raw (F21)"	"Area: ct_o130.raw (F22)"	"Area: ct_o136.raw (F23)"	"Area: ct_o140.raw (F24)"	"Area: ct_o145.raw (F25)"	"Area: ct_o152.raw (F26)"	"Area: ct_o159.raw (F27)"	"Area: ct_o166.raw (F28)"	"Area: s06_118.raw (F29)"	"Area: s06_120.raw (F30)"	"Area: s06_121.raw (F31)"	"Area: s06_143.raw (F32)"	"Area: s06_146.raw (F33)"	"Area: s06_155.raw (F34)"	"Area: s06_158.raw (F35)"	"Area: s06_163.raw (F36)"	"Area: S06_171.raw (F37)"	"Area: syd_160.raw (F38)"	"Area: syd_n126.raw (F39)"	"Area: syd_n132.raw (F40)"	"Area: syd_n134.raw (F41)"	"Area: syd_n138.raw (F42)"	"Area: syd_n141.raw (F43)"	"Area: syd_n144.raw (F44)"	"Area: syd_n148.raw (F45)"	"Area: syd_n157.raw (F46)"	"Area: syd_n162.raw (F47)"	"Area: syd_n169.raw (F48)"	"Area: syd_n172.raw (F49)"	"Area: syd_o129.raw (F50)"	"Area: syd_o133.raw (F51)"	"Area: syd_o135.raw (F52)"	"Area: syd_o137.raw (F53)"	"Area: syd_o142.raw (F54)"	"Area: syd_o170.raw (F55)"
"False"	"PI(18:1_18:3)"	"C45 H79 O13 P"	"No match"	"Full match"	"858.52421"	"7.155"	"2751916.2760104"	"Multiple matches found"	""	"2751916.2760104"	""	""	"3556.61854739698"	""	""	""	""	""	""	"896871.551346422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"814333.231189945"	""	""	""	""	"923405.259404331"	""	""	"1426541.76633809"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3497.2122893383"	""
"False"	"TG(16:2_10:3_18:0)"	"C47 H83 N O6"	"No match"	"Invalid mass"	"757.61814"	"18.517"	"2723064.96970018"	"Single match found"	"1467956.53801922"	""	"982451.0738232"	"458619.858303444"	""	""	""	""	"531783.145673858"	"644075.924605095"	""	"659494.014997315"	""	""	""	""	""	"1418403.32755259"	""	""	""	""	""	"397152.575609902"	""	""	"852538.820645619"	""	""	"876358.814426537"	""	"413255.139655698"	""	""	""	""	""	""	""	""	""	"1023236.80055631"	""	""	""	""	""	"1541328.87030552"	"2723064.96970018"	""	"1334146.65383487"	""	""	"1066610.67635707"	"805863.048306364"
"False"	"TG(11:0_8:0_19:0)"	"C41 H81 N O6"	"No results"	"Invalid mass"	"683.60265"	"18.483"	"2703438.32374951"	"Multiple matches found"	""	"461151.814384508"	"2703438.32374951"	""	""	"901687.480514901"	"1086860.08827058"	"871639.805055254"	"1545849.10487963"	"2219720.51939967"	"1797315.42181984"	"2477513.89153897"	"1715402.38645482"	"2174400.58041302"	""	""	"1229796.96905436"	"563652.690100622"	""	"464683.655689326"	""	""	""	""	""	""	"724854.775496872"	""	"1835857.14114802"	"1046622.52342852"	""	"817912.071273485"	""	"1742705.22139286"	""	""	""	"1100347.73629147"	""	""	""	""	"407173.368498065"	"892999.3888638"	""	"567218.040333257"	""	""	"506877.749985869"	"398493.658870468"	""	"1443837.29853846"	""	"568973.158716113"	"598993.59215883"
"False"	"PC(22:6_13:0)"	"C43 H74 N O8 P"	"No match"	"Invalid mass"	"763.50906"	"10.827"	"2678440.02593241"	"Multiple matches found"	"2507633.00016255"	""	"1282487.38283618"	"2523354.73461106"	"1729839.76691033"	"2206035.37701218"	"1973092.81368489"	"1660224.04891636"	"2098818.16116972"	"1992488.81092417"	"2105420.14792704"	""	"2146923.68720982"	"2134944.99467004"	"2331972.73712638"	"2532227.76899193"	"2303504.72899743"	"2412752.92926551"	"1537249.17343973"	"2508406.98669723"	"2352452.04799859"	"1880149.98609273"	"2313841.98571921"	"2312496.59708692"	"2443641.82611952"	"2379792.52287217"	""	"2253004.38249236"	"2111635.18747048"	"2107769.27324114"	"2321969.38372515"	"1948748.49930845"	"2057401.74590088"	"1906887.98196176"	""	"2038249.18923157"	"2678440.02593241"	"1658621.18359092"	"2373468.32300289"	"2107938.22085526"	"1233139.72357674"	"1528710.17536502"	"2222265.50783054"	""	"2251299.05799184"	"2172039.51035418"	"2627821.06721555"	""	"1802116.57530091"	"1635908.75545429"	"2283385.17007587"	"1800850.71269349"	"1565840.86288408"	"1838080.62269127"	"2169994.68350029"
"False"	"CerP(t38:3+O)"	"C38 H72 N O8 P"	"No match"	"Full match"	"701.49626"	"6.395"	"2671779.03503948"	"Multiple matches found"	"2423757.0516819"	"2671779.03503948"	"1764209.98540807"	"976898.242209674"	"627553.909387758"	"1098147.49473574"	"1567510.59836899"	"1149392.65674886"	"1991579.40961204"	"2216387.16789619"	"2389418.46932226"	"2178273.90611419"	"1299171.04025801"	"1543886.46216424"	"701821.340639419"	"849824.14319805"	"1467354.87351492"	"474018.865800913"	"950979.663602416"	"442283.915132229"	"1143682.63036596"	"585059.667505383"	"1509666.13864174"	"1134021.31607806"	"574082.780551524"	"511729.558529426"	"689759.167796604"	"866837.137587601"	"1553762.63143997"	"1632079.34736975"	""	"2197365.51796111"	"1591418.01407552"	"1951237.31560925"	"1608891.20894839"	"2365716.17363975"	"1370087.7237845"	"1336248.95663441"	""	"256037.979491257"	""	"750514.044874623"	"575476.917983393"	"883310.617211215"	"398145.255316753"	"1508976.71405943"	""	"1688465.4991105"	"391896.583914763"	"510606.183356248"	"710106.067585808"	"1748008.9113576"	"793871.824298166"	"944559.393768152"	"780398.547089703"
"False"	"TG(17:0_18:1_18:1)"	"C56 H107 N O6"	"Not the top hit"	"Full match"	"889.80615"	"20.988"	"2615501.14596494"	"Single match found"	""	""	""	""	"148743.332033563"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"55918.9121049597"	"75619.8642204835"	""	""	""	""	""	""	""	""	"690458.167414083"	""	""	"302256.703283605"	""	""	""	""	""	""	"2615501.14596494"	""	""	""	""	""	""	""	""
"False"	"PS(16:1_20:1)"	"C42 H78 N O10 P"	"Invalid mass"	"Full match"	"787.53253"	"4.788"	"2608556.80968314"	"Single match found"	"1189374.31392061"	"842105.042790725"	"546164.525035673"	"667793.540558295"	"622518.69663395"	"1324106.30241005"	"1044425.19113319"	"512883.456927794"	"1404908.79987699"	"675920.287817688"	"864310.628229883"	"980968.427169056"	"294967.48680781"	"456592.418080615"	"572332.790652571"	"870824.481202683"	""	"423072.473601922"	"500079.208456489"	"1122850.9285828"	"933639.551517653"	"1224394.02621608"	""	"1336676.71152412"	"453426.533839487"	"787940.920776263"	"607089.23387069"	"515576.821891451"	""	""	"828615.64406498"	"1330853.57177889"	"292569.801695793"	""	"223726.289298317"	"679770.638108368"	"1940055.44316905"	""	"884188.504752207"	"423334.744414549"	"128097.640010406"	"638665.419530775"	"538304.931377844"	""	"627769.615360098"	"431419.578698029"	"1065704.69342894"	"2608556.80968314"	"756060.069082778"	"519510.209141097"	""	"960117.749116632"	"264536.658041355"	"1162152.25900237"	"1125781.01395732"
"False"	"CL(18:1_16:1_16:1_18:2)"	"C77 H140 O17 P2"	"No match"	"Full match"	"1398.95120"	"19.842"	"2595633.13059493"	"Multiple matches found"	"772282.730040007"	""	"434943.708973328"	"391506.019833711"	""	"1654776.76495406"	"382898.344313132"	""	"392304.619250262"	"499744.129828686"	""	""	""	""	"1855134.97017178"	"2535556.15182372"	"410795.015938585"	"1390650.98382959"	"166929.820427444"	"1750796.28172633"	"2595633.13059493"	"222892.171757847"	""	""	"1223099.76101083"	"183522.464647609"	""	""	""	"370169.846879978"	"2103752.37294993"	"209242.896442119"	"292008.197415328"	"365912.957682608"	""	"1607706.12930095"	"350905.22609096"	"660684.417371043"	"1902336.43493734"	"1326714.67114387"	"361578.26340154"	"560999.743070625"	"1189739.01990866"	""	"1174136.84340491"	""	"2167126.30658005"	"1340930.95711831"	"358552.173410949"	""	"653969.726587238"	""	"110084.358225062"	"636838.315735818"	"560438.68317426"
"False"	"Cer(t44:0+O)"	"C44 H89 N O5"	"No match"	"Full match"	"711.67144"	"18.677"	"2574820.39029719"	"Single match found"	""	""	""	"85615.4078736261"	""	""	""	""	""	""	""	""	""	""	"356048.485928539"	"52017.2579201238"	""	"2574820.39029719"	""	"133885.052908772"	""	"389251.506218246"	"16614.2094234962"	"80120.2626664666"	""	"6958.011794456"	""	""	""	""	""	""	""	""	""	""	"422456.595364337"	""	""	""	""	""	""	""	""	""	""	""	""	"16785.8671886685"	""	""	""	""	""
"False"	"PC(20:0e_14:1)"	"C42 H84 N O7 P"	"Unused"	"Full match"	"745.59515"	"13.022"	"2554432.75393966"	"Single match found"	"1111143.68046328"	"1340789.61234106"	"838711.746592792"	"1492160.859648"	"1281630.55184189"	"67449.2729681959"	"1084862.57395428"	"264592.908404835"	"654761.483528967"	"553384.522756823"	"670558.30947411"	"1084020.13884681"	"359296.299984625"	"569855.579543306"	"171972.808848311"	"189552.797168433"	"389724.976373852"	"137264.137374669"	"378952.710487513"	"203772.07988072"	"242955.714531601"	"279720.9123746"	"1196015.48317059"	"678416.884984175"	"226920.174124881"	"938400.214981304"	"466759.250962809"	"864118.883506697"	"655926.783209698"	"752747.00474784"	"1300130.83927666"	"966525.721088174"	"314371.831443134"	"636382.315957185"	"783975.798732484"	"500150.800824386"	"1235606.62910862"	"374318.53682261"	"463369.292946547"	""	"110040.248464423"	"297406.261636621"	"505281.905443875"	"861772.865405596"	"334031.270438684"	"2179954.01183874"	"185614.731550056"	"2554432.75393966"	"763640.318133697"	"723601.817693395"	"104807.280634099"	"560778.677151606"	"1213369.94635341"	"263752.173342967"	"288527.192647064"
"False"	"TG(14:0_11:1_18:3)"	"C46 H83 N O6"	"No match"	"Full match"	"745.61887"	"17.706"	"2535862.80310207"	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2535862.80310207"	""	"1521523.80618987"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"TG(16:0_12:0_18:1)"	"C49 H95 N O6"	"No match"	"Full match"	"793.71226"	"20.799"	"2523879.25884933"	"Multiple matches found"	""	""	""	""	""	"2379956.42057688"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2523879.25884933"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1641593.34024231"	"1106363.62167687"	""	""	""	""	"1706378.26724708"	""	""
"False"	"TG(18:2_12:2_14:3)"	"C47 H79 N O6"	"No match"	"Full match"	"753.58722"	"17.304"	"2523770.89709469"	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"578099.538474353"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2141720.24903285"	""	"2523770.89709469"	""	""	""	""	"201385.450783494"	""	""	""	""	""
"False"	"TG(16:1_16:1_17:1)"	"C52 H97 N O6"	"Not the top hit"	"Full match"	"831.72805"	"20.699"	"2500732.84408482"	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2500732.84408482"	""	""	""	""	""	"399153.154098183"	""	"1128725.45999419"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"TG(16:1_10:4_16:1)"	"C45 H77 N O6"	"No match"	"Full match"	"727.57156"	"15.836"	"2495249.09448314"	"Multiple matches found"	"2460984.04290528"	"710215.642762153"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2495249.09448314"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"PS(18:1_18:1)"	"C42 H78 N O10 P"	"No match"	"Full match"	"787.53519"	"10.483"	"2487957.2103932"	"Single match found"	""	""	""	"1781625.77822912"	""	"1367922.66677788"	""	""	""	""	""	""	""	""	"1922314.66265018"	""	"1945184.4053788"	""	""	""	""	""	""	"548226.007344465"	""	""	""	""	""	""	""	""	""	""	""	""	"2171831.50190097"	"1458104.34627001"	""	""	""	""	""	""	""	""	"1807590.44827531"	""	""	""	""	""	""	""	"2487957.2103932"
"False"	"PS(20:1_18:1)"	"C44 H82 N O10 P"	"No match"	"Full match"	"815.56482"	"12.207"	"2484042.03584398"	"Single match found"	"2484042.03584398"	"937976.422506538"	"1112965.17043017"	"886329.313403445"	"1098402.14532192"	"917505.154866948"	"956653.124673336"	"1141332.43481361"	"1680383.53209715"	"1608011.47332655"	"1454457.23335438"	"1708055.78781392"	"1001199.03049628"	"985599.936049227"	"1004000.25052287"	"1364845.45788554"	"1351916.99170681"	""	"918044.994088049"	"994099.350936858"	"1298562.16218336"	"1186157.9009671"	"872804.756005971"	"1192807.2153449"	"1130880.61037113"	"628516.514426567"	"1053704.06386596"	"693188.056803899"	"1390392.40682301"	"1617023.32884902"	"417729.451407327"	"1287557.16203356"	"608214.207245682"	"1672312.45958486"	"1479319.91718902"	"631230.235786359"	""	"304214.656151801"	"1262061.27554018"	"1140184.20156837"	"316179.973334194"	"1202946.34990824"	"1244124.98219339"	"765582.234887267"	"461082.953142285"	"1481904.2096466"	"1505423.82558815"	"374757.938923751"	"634303.197732005"	"520463.861363015"	"1239574.92875406"	"1554470.16643198"	"566466.506806462"	"1200526.65352074"	"1259579.44292272"
"False"	"CerP(d26:0+O)"	"C26 H54 N O7 P"	"Full match"	"Full match"	"523.36141"	"4.099"	"2472015.49241737"	"Multiple matches found"	"1045924.28943053"	"364788.377840554"	"1548300.43629475"	"680014.681150815"	"649342.848231132"	"1275303.77689764"	"1346772.24273697"	"1011067.14222766"	"991685.815453631"	"1266264.91373357"	"880929.68035647"	"812981.038886043"	"965578.99175927"	"1364683.80369489"	"1018247.58333524"	"867211.030577169"	"1246862.99913025"	"1369346.7086902"	"937644.559330239"	"1779347.96409244"	"1375025.62594096"	"516664.160402297"	"988115.997121092"	"608560.094298454"	"2472015.49241737"	"764798.190764411"	"571795.608625078"	"354620.214724612"	"1598097.28453813"	"1308985.21872948"	"1440353.73845327"	"2039025.35945468"	"1839360.39144893"	"754977.472700177"	"764692.620278059"	"759256.514839673"	"601725.129789698"	"733034.84476555"	"1046510.52163319"	"1212868.06767244"	"257580.624599828"	"604314.205397543"	"1186941.58246845"	"1773466.39144448"	"1146994.19134708"	"617763.530160756"	"1436883.76926253"	"1680955.99367554"	"874278.604976752"	"1225294.92627993"	"987395.454763359"	"684968.481816935"	"1898519.10642786"	"758321.357586495"	"787550.60674679"
"False"	"PE(20:0_18:2)"	"C43 H82 N O8 P"	"Not the top hit"	"Full match"	"771.57511"	"14.839"	"2461921.16573744"	"Single match found"	"2019741.99344487"	"2077026.81770744"	"1453602.55788615"	"1158328.86485987"	"1315059.31199845"	"1506862.13751697"	"1891701.59284103"	"1204944.21431118"	"1867935.82305006"	"1903238.0948707"	"1554817.75586459"	"2184977.11957658"	"1363856.68702134"	"1751026.12114635"	"841641.188983036"	"1057815.90059355"	"1411189.60636747"	"850592.501861257"	"856619.397767302"	"929899.128510946"	"1165381.26959004"	"699064.309321381"	"1261985.54253762"	"1723109.72018207"	"651038.510170767"	"1211341.0461766"	"1088675.65351314"	"1064133.11841459"	"2263932.80625509"	"488817.611146985"	"1367209.13010207"	"2412231.12095395"	"1612867.11047132"	"1809640.28080596"	"1895511.78401111"	"1468740.71434136"	"1299982.6003856"	"1740419.30949762"	"387128.009243887"	"1228427.89952272"	"222541.709126541"	"1259504.20629283"	"1344472.46733729"	"1244152.37315607"	"1155523.66957534"	"1162882.86446288"	"939864.338305217"	"2461921.16573744"	"1013997.13111329"	"961248.536271595"	"1196960.22744179"	"1718079.3073796"	"1100267.1767962"	"1551279.30426197"	"1374657.60443984"
"False"	"TG(16:1_16:1_17:0)"	"C52 H99 N O6"	"No match"	"Full match"	"833.74333"	"21.064"	"2454268.00625839"	"Multiple matches found"	""	""	""	""	"2303426.48638853"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1563032.70557725"	""	""	"1577231.44338367"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2454268.00625839"	""	""	""	""	""	""	""	""
"False"	"TG(18:1_18:2_10:3)"	"C49 H85 N O6"	"Full match"	"Full match"	"783.63940"	"17.725"	"2450083.80600412"	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"71419.4111309663"	""	""	""	""	""	"2450083.80600412"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"TG(16:3_11:3_16:1)"	"C46 H77 N O6"	"No match"	"Invalid mass"	"739.57097"	"15.678"	"2425794.88147864"	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"177142.917558114"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2425794.88147864"	""	""	""	""	""	""	""	""	"534489.964507691"	""	""	""	"380726.963643536"	""	""	"524482.677762832"
"False"	"TG(18:1_17:1_18:2)"	"C56 H103 N O6"	"No match"	"Invalid mass"	"885.77032"	"20.541"	"2418570.50115547"	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"99536.8171086881"	""	"2418570.50115547"	"1306978.36704481"	""	""	""	""	""	""	""	""	"967209.945092207"	""	""	""	""	""	""	""	"1439546.10891641"	""	""	""	"240833.025065784"	""	""	""	""	""	"108872.490795995"	""	""	""	""	""	""	""	""	""
"False"	"PE(37:2e)"	"C42 H82 N O7 P"	"Unused"	"Invalid mass"	"743.58884"	"11.523"	"2394461.80512797"	"Single match found"	"1276939.22452705"	"769578.898386514"	"879328.476569602"	"1086742.73447777"	"1385269.82473009"	"1307329.28915073"	"808061.432008315"	"747329.696540833"	"1190574.25213443"	"1079107.31468557"	"405041.085077856"	"1053461.15051216"	"843706.988369293"	"409343.233104459"	"1207041.19854309"	"1256014.60974487"	"508521.057996121"	"1182634.65300214"	"970208.002992933"	"1169973.70759536"	"1082449.20115741"	"527364.670314298"	"2229144.58111499"	"1898829.96746311"	"1526773.90308204"	"2036175.64575543"	"1048536.02429288"	"969130.323783727"	"550597.206555837"	"1309783.53217963"	"991641.278111363"	"1255196.55398878"	"1355369.93970403"	"1013811.71108541"	"1084392.12154851"	"1301368.41405896"	"613605.942634585"	"1015521.22187818"	"1595342.64352183"	"1404827.49570537"	"186552.985324791"	"425540.555908215"	"890046.202049388"	"888749.019243938"	"1095040.72547062"	"963347.058406069"	"564394.507431572"	"2394461.80512797"	"466132.81428394"	"1207038.36265229"	"1198360.25449592"	"1043038.37386035"	"835073.906893195"	"1050286.21151565"	"476977.533462182"
"False"	"TG(18:1_14:2_11:3)"	"C46 H79 N O6"	"No results"	"Invalid mass"	"741.58688"	"16.433"	"2378263.60363242"	"Single match found"	"1174997.445453"	"2378263.60363242"	""	""	""	""	"1004582.00610444"	"916404.563070144"	"738974.16233922"	"835329.93144983"	""	"1000021.82316295"	""	"1264874.12213174"	"379106.625758316"	"357631.820360844"	"2050668.77326081"	""	""	""	"697741.450753421"	"233388.065571279"	""	"982908.475293076"	""	"346572.46058018"	"547061.510207072"	"1218563.13161229"	"720872.154758341"	"499094.710994995"	"168430.987285372"	"642927.363637513"	""	"582450.191730062"	"731096.020360256"	""	"167543.734299275"	""	""	""	""	"926101.485640192"	"392794.85106033"	""	"496133.574799977"	""	""	"1013268.77769962"	"276321.674652578"	""	""	"584959.329382983"	""	""	"205588.933545501"
"False"	"TG(25:0_16:0_18:1)"	"C62 H121 N O6"	"Invalid mass"	"Invalid mass"	"975.91342"	"22.528"	"2354331.58017466"	"Multiple matches found"	"1721793.1792508"	"787845.346697191"	"664236.650255881"	"771763.065355035"	"904160.602731553"	"586434.05372281"	"1089986.13083569"	"916463.11621763"	"525654.792995078"	"1133625.84273318"	"1057313.21471475"	"1077955.55570786"	"984273.706829762"	"1149978.42493847"	"565541.604867636"	"505049.262417759"	"671763.918053838"	"663955.279401717"	""	""	"813100.608830844"	"435226.320245997"	"1869617.51043546"	"989556.359863446"	"454424.097801165"	"497894.561630886"	""	"1051389.23163301"	"1388183.20981084"	"1318065.3594744"	"1120080.01342899"	"829935.985594421"	"694349.188975573"	"844993.190859787"	"843304.711194147"	"558087.017168204"	"462311.813184051"	"2354331.58017466"	"1241767.84540783"	"508682.551804689"	""	"1047789.31378963"	"511490.395615287"	"1400850.12828371"	"483940.040489646"	"570286.017641094"	""	"1103481.63900517"	"846092.581347788"	"890842.331422974"	""	"697816.77838819"	"925826.353749664"	"492609.610630966"	""
"False"	"TG(18:0_11:2_14:3)"	"C46 H81 N O6"	"Not the top hit"	"Full match"	"743.60295"	"19.187"	"2351935.86320259"	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2351935.86320259"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"Cer(t16:1_21:0+O)"	"C37 H73 N O5"	"Full match"	"Full match"	"611.54821"	"14.016"	"2324942.14255108"	"Single match found"	""	""	""	""	""	""	""	"2052283.6400072"	""	""	"10336.8533216733"	"3541.22356884826"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"665364.000159732"	""	""	""	""	""	""	""	""	""	"2412.72501373972"	"2324942.14255108"	""	""	""
"False"	"TG(6:0_18:1_16:0)"	"C43 H83 N O6"	"No match"	"Full match"	"709.61926"	"19.725"	"2322508.45315327"	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2322508.45315327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"547980.337252921"	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"TG(18:1_13:0_18:3)"	"C52 H95 N O6"	"No match"	"Full match"	"829.71226"	"20.367"	"2311851.05905765"	"Single match found"	"1111905.18413099"	"1054884.44491645"	"808748.766800563"	"919322.677151085"	"2311851.05905765"	""	"971285.28460123"	"112757.082730766"	"752670.52775742"	"1024588.80015458"	"1057272.87540384"	"882408.066440336"	"787534.979995596"	""	""	""	""	""	""	""	""	""	"1410674.49630549"	"1364612.71713908"	""	""	"672940.443766595"	""	""	""	""	"541599.591162709"	""	""	"592335.62213888"	""	"348957.529357619"	""	""	""	""	""	"206292.499126779"	"1311501.1378785"	""	"550094.453335403"	""	""	"1485351.14790756"	"981938.16669727"	""	"897619.389766295"	"1482326.66519668"	""	""
"False"	"TG(16:2e_22:0_18:1)"	"C59 H113 N O5"	"Full match"	"Full match"	"915.85789"	"22.067"	"2311194.09175604"	"Multiple matches found"	"1351459.40567287"	""	"727184.924991539"	""	"246930.056944107"	"835309.580318211"	""	"871602.635511713"	""	"754401.137296778"	""	"643560.674838158"	""	"570506.540576279"	""	"1444493.42819454"	""	""	""	""	""	""	"815714.838671767"	""	""	"2311194.09175604"	""	"261985.129863779"	"724319.289435622"	""	""	""	"603239.326081398"	"858990.408671351"	""	""	""	"325817.848926465"	""	""	"499919.091841747"	""	""	"616747.095879369"	""	"609409.518837557"	""	"1140938.42939503"	""	""	""	""	""	""	""
"False"	"CL(18:2_18:2_18:2_18:2)"	"C81 H142 O17 P2"	"No results"	"Invalid mass"	"1448.95905"	"18.926"	"2295787.88186664"	"Single match found"	""	""	""	""	""	""	"386470.831908156"	""	""	"362871.607828125"	"339285.840559542"	""	""	"2295787.88186664"	""	""	""	""	""	""	""	"1012862.46881377"	""	"431340.766204109"	""	"11601.3568900218"	""	""	""	""	""	""	""	""	""	""	"335011.593415102"	"403230.606828197"	""	""	""	""	""	""	""	""	""	"366717.972957008"	"1353026.76470473"	""	""	""	""	""	""
"False"	"PE(15:0_18:3)"	"C38 H70 N O8 P"	"No match"	"Full match"	"699.48164"	"7.804"	"2290316.41381621"	"Single match found"	"64101.2651514319"	"9739.44448447101"	"35633.1600166841"	"179992.815713967"	"48981.8989354081"	"2290316.41381621"	"41590.2869433525"	"231640.955102709"	""	"35248.1723233535"	""	""	"31190.8654325425"	"43643.9466429932"	"58605.616271696"	"310609.479992886"	"59044.778001771"	"72498.1105958698"	"70155.940221052"	"323862.65993185"	"327597.7449202"	"267431.852425113"	"38273.8052409045"	"40382.6675914549"	"210140.263885858"	"59079.1009847513"	""	"48447.5203216797"	"42256.3023687946"	"66165.4753714703"	"195047.834837815"	"39084.4647177921"	"56525.9410089236"	"39222.0556659758"	""	"58957.2927020123"	"81281.9241169944"	"393945.00611988"	"1304524.21408546"	"504602.256688266"	"197283.830609576"	"53386.1397392319"	"348788.383374129"	"320875.140842116"	"511450.561100089"	"185859.484545555"	"1374140.11311122"	"546951.581262551"	"393066.347148025"	"28569.8107152361"	"357907.14707662"	"36460.8993757174"	"38382.1037309426"	"75358.1746343154"	"381046.824469994"
"False"	"TG(16:1_9:0_16:0)"	"C44 H85 N O6"	"No match"	"Full match"	"723.63415"	"19.126"	"2260707.88640351"	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2117198.76532092"	""	""	""	"723784.911069768"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2260707.88640351"	""	""	""	""	""	""	""	""	""	""	"2207113.41251066"
"False"	"PC(21:1_11:3)"	"C40 H72 N O8 P"	"No match"	"Full match"	"725.49618"	"5.917"	"2253336.77373439"	"Single match found"	"1519839.14905099"	"225347.871206111"	"735927.92831557"	""	"401076.874755887"	"1858806.08791985"	"770994.574775839"	"589110.82045198"	"677383.049395272"	"627867.283100511"	"700178.235731249"	""	"476241.107898088"	"602123.576767994"	"854030.253188491"	"990924.56837268"	"990873.620632247"	""	"898732.428450305"	"1406711.42088949"	"1309286.81004446"	"901227.685569066"	"692526.071274291"	"503131.414410021"	"1492141.55804509"	"694489.731815583"	""	"583411.702302885"	"772989.095928638"	"883833.091538434"	"924762.911979551"	"801086.15113346"	"862247.654393707"	"676782.874950456"	"388897.329778457"	"929889.807378935"	"1037617.50131861"	"1028220.84152651"	"912403.877521277"	"908092.047079095"	"270053.44930957"	"767184.123369004"	"385181.163187341"	"748378.180442994"	"520964.51855037"	"733938.609517226"	"1059954.77118453"	"2253336.77373439"	"1006072.70406472"	"431551.318942093"	"805865.303816842"	"489944.343444941"	"547106.23812536"	"554336.034395481"	"836332.039078509"
